10.6045;-0.740877
2.67034;-5.47213
8.79918;3.0909
-0.647097;-4.50539
8.5346;6.08229
-3.46592;-4.84967
9.42887;8.85722
-6.3087;-6.26316
11.3544;11.869
-9.5851;-8.71399
14.3625;15.5045
-13.6768;-12.3289
18.6511;20.1555
-18.9995;-17.3761
24.561;26.2747
-26.0559;-24.2735
32.5937;34.4284
-35.49;-33.6157
43.449;45.3535
-48.1492;-46.2218
58.0828;60.0276
-65.163;-63.205
77.7894;79.7575
-88.0451;-86.0693
104.316;106.297
-118.828;-116.842
140.014;142.004
-160.246;-158.255
188.054;190.047
-215.976;-213.981
252.697;254.693
-290.965;-288.968
339.682;341.68
-391.869;-389.871
456.73;458.729
-527.645;-525.646
614.23;616.229
-710.346;-708.346
826.161;828.161
-956.187;-954.187
1111.34;1113.34
-1286.99;-1284.99
1495.07;1497.07
-1732.12;-1730.12
2011.42;2013.42
-2331.09;-2329.09
2706.22;2708.22
-3137.06;-3135.06
3641.15;3643.15
-4221.57;-4219.57
4899.18;4901.18
-5680.89;-5678.89
6591.99;6593.99
-7644.55;-7642.55
8869.84;8871.84
-10286.9;-10284.9
11934.9;11936.9
-13842.3;-13840.3
16059.3;16061.3
-18626.6;-18624.6
21609;21611
-25064.3;-25062.3
29076.7;29078.7
-33726.8;-33724.8
39125.3;39127.3
-45383.2;-45381.2
52646.7;52648.7
-61068;-61066
70841;70843
-82173.4;-82171.4
95323.3;95325.3
-110573;-110571
128267;128269
-148787;-148785
172595;172597
-200208;-200206
232244;232246
-269401;-269399
312507;312509
-362506;-362504
420509;420511
-487788;-487786
565837;565839
-656368;-656366
761390;761392
-883210;-883208
1.02453e+06;1.02453e+06
-1.18845e+06;-1.18845e+06
1.3786e+06;1.3786e+06
-1.59918e+06;-1.59917e+06
1.85505e+06;1.85505e+06
-2.15185e+06;-2.15185e+06
2.49615e+06;2.49615e+06
-2.89553e+06;-2.89553e+06
3.35882e+06;3.35882e+06
-3.89623e+06;-3.89622e+06
4.51962e+06;4.51963e+06
-5.24276e+06;-5.24276e+06
6.08161e+06;6.08161e+06
-7.05466e+06;-7.05466e+06
8.18341e+06;8.18341e+06
-9.49275e+06;-9.49275e+06
1.10116e+07;1.10116e+07
-1.27734e+07;-1.27734e+07
1.48172e+07;1.48172e+07
-1.7188e+07;-1.71879e+07
1.9938e+07;1.9938e+07
-2.31281e+07;-2.31281e+07
2.68286e+07;2.68286e+07
-3.11212e+07;-3.11212e+07
3.61006e+07;3.61006e+07
-4.18767e+07;-4.18767e+07
4.85769e+07;4.85769e+07
-5.63492e+07;-5.63492e+07
6.53651e+07;6.53651e+07
-7.58235e+07;-7.58235e+07
8.79553e+07;8.79553e+07
-1.02028e+08;-1.02028e+08
1.18353e+08;1.18353e+08
-1.37289e+08;-1.37289e+08
1.59255e+08;1.59255e+08
-1.84736e+08;-1.84736e+08
2.14294e+08;2.14294e+08
-2.48581e+08;-2.48581e+08
2.88354e+08;2.88354e+08
-3.34491e+08;-3.34491e+08
3.88009e+08;3.88009e+08
-4.50091e+08;-4.50091e+08
5.22105e+08;5.22105e+08
-6.05642e+08;-6.05642e+08
7.02545e+08;7.02545e+08
-8.14952e+08;-8.14952e+08
9.45344e+08;9.45344e+08
-1.0966e+09;-1.0966e+09
1.27205e+09;1.27205e+09
-1.47558e+09;-1.47558e+09
1.71168e+09;1.71168e+09
-1.98555e+09;-1.98555e+09
2.30323e+09;2.30323e+09
-2.67175e+09;-2.67175e+09
3.09923e+09;3.09923e+09
-3.59511e+09;-3.59511e+09
4.17032e+09;4.17032e+09
-4.83758e+09;-4.83758e+09
5.61159e+09;5.61159e+09
-6.50944e+09;-6.50944e+09
7.55095e+09;7.55095e+09
-8.7591e+09;-8.7591e+09
1.01606e+10;1.01606e+10
-1.17863e+10;-1.17863e+10
1.36721e+10;1.36721e+10
-1.58596e+10;-1.58596e+10
1.83971e+10;1.83971e+10
-2.13406e+10;-2.13406e+10
2.47552e+10;2.47552e+10
-2.8716e+10;-2.8716e+10
3.33105e+10;3.33105e+10
-3.86402e+10;-3.86402e+10
4.48227e+10;4.48227e+10
-5.19943e+10;-5.19943e+10
6.03134e+10;6.03134e+10
-6.99635e+10;-6.99635e+10
8.11577e+10;8.11577e+10
-9.41429e+10;-9.41429e+10
1.09206e+11;1.09206e+11
-1.26679e+11;-1.26679e+11
1.46947e+11;1.46947e+11
-1.70459e+11;-1.70459e+11
1.97732e+11;1.97732e+11
-2.29369e+11;-2.29369e+11
2.66068e+11;2.66068e+11
-3.08639e+11;-3.08639e+11
3.58022e+11;3.58022e+11
-4.15305e+11;-4.15305e+11
4.81754e+11;4.81754e+11
-5.58835e+11;-5.58835e+11
6.48248e+11;6.48248e+11
-7.51968e+11;-7.51968e+11
8.72283e+11;8.72283e+11
-1.01185e+12;-1.01185e+12
1.17374e+12;1.17374e+12
-1.36154e+12;-1.36154e+12
1.57939e+12;1.57939e+12
-1.83209e+12;-1.83209e+12
2.12523e+12;2.12523e+12
-2.46526e+12;-2.46526e+12
2.85971e+12;2.85971e+12
-3.31726e+12;-3.31726e+12
3.84802e+12;3.84802e+12
-4.4637e+12;-4.4637e+12
5.17789e+12;5.17789e+12
-6.00636e+12;-6.00636e+12
6.96738e+12;6.96738e+12
-8.08216e+12;-8.08216e+12
9.3753e+12;9.3753e+12
-1.08753e+13;-1.08753e+13
1.26154e+13;1.26154e+13
-1.46339e+13;-1.46339e+13
1.69753e+13;1.69753e+13
-1.96913e+13;-1.96913e+13
2.28419e+13;2.28419e+13
-2.64967e+13;-2.64967e+13
3.07361e+13;3.07361e+13
-3.56539e+13;-3.56539e+13
4.13585e+13;4.13585e+13
-4.79759e+13;-4.79759e+13
5.5652e+13;5.5652e+13
-6.45564e+13;-6.45564e+13
7.48854e+13;7.48854e+13
-8.6867e+13;-8.6867e+13
1.00766e+14;1.00766e+14
-1.16888e+14;-1.16888e+14
1.3559e+14;1.3559e+14
-1.57285e+14;-1.57285e+14
1.8245e+14;1.8245e+14
-2.11643e+14;-2.11643e+14
2.45505e+14;2.45505e+14
-2.84786e+14;-2.84786e+14
3.30352e+14;3.30352e+14
-3.83208e+14;-3.83208e+14
4.44522e+14;4.44522e+14
-5.15645e+14;-5.15645e+14
5.98148e+14;5.98148e+14
